sensor_060,sensor_104,sensor_511,sensor_432,sensor_431,sensor_022,sensor_029,sensor_130,sensor_211,sensor_164,sensor_125,sensor_161,sensor_317,sensor_122,sensor_126,sensor_027,sensor_248,sensor_034,sensor_181,sensor_123,result
-3.1227,-0.0111,45.9459,38.7634,14.4425,-5352.25,67.4111,-0.1419,0.0867,0.226,15.54,1047.0,5.5427,15.59,1.239,1.9775,0.2223,8.5862,18.9,4.44,양품
6.1855,-0.0117,62.5938,11.1327,19.8465,-5472.0,73.6778,-0.1419,0.0801,0.085,15.54,287.0,5.9816,15.59,1.239,1.9912,,8.2981,17.78,4.44,양품
1.9936,-0.0094,68.2667,8.5091,16.8397,-5611.75,75.3667,-0.5677,0.1043,0.108,15.67,228.0,5.7628,15.65,1.163,1.9665,0.0226,8.5407,18.91,4.754,양품
0.2436,-0.0086,57.2263,23.2034,12.48,-5456.75,72.8556,-1.135,0.0898,0.162,15.73,628.0,5.383,15.72,1.182,1.9937,0.0391,8.3331,18.44,4.633,양품
2.9073,-0.0101,59.1133,40.38,50.1082,-5196.75,75.2333,-0.5677,0.099,0.162,15.67,1020.0,4.3798,15.65,1.163,2.019,0.0603,8.2638,13.73,4.754,양품
0.3491,-0.007,42.6288,20.3227,20.9176,-5612.5,70.0111,-0.5677,0.0878,0.163,15.67,507.0,5.8604,15.65,1.163,2.0057,0.0178,8.897,19.83,4.754,양품
1.1136,-0.0102,58.5366,12.8129,33.6969,-5867.0,75.7222,-1.135,0.1102,0.206,15.73,334.0,5.3527,15.72,1.182,1.968,0.0185,8.2395,17.33,4.633,양품
1.3009,-0.0092,19.6721,10.5844,27.2383,-5143.5,75.0889,-1.135,0.0621,0.117,15.73,278.0,5.6737,15.72,1.182,1.9642,0.4793,8.2395,18.35,4.633,양품
2.1918,-0.0108,29.6984,58.2966,25.5357,-5611.75,73.1222,-0.8988,0.0679,0.198,15.79,1357.0,5.5559,15.86,1.239,2.014,0.0163,8.2395,18.52,4.853,양품
,-0.0106,50.8235,22.7805,4.867,-6616.0,71.8556,-0.8988,0.0903,0.133,15.79,671.0,5.6552,15.86,1.239,1.8923,0.0187,8.6706,17.63,4.853,양품
0.1809,-0.0082,75.2656,22.7003,9.9363,-5495.0,73.7222,-1.135,0.0783,0.23,15.73,583.0,4.5473,15.72,1.182,1.9932,0.0231,8.3179,12.34,4.633,양품
0.7482,-0.0102,37.3464,21.2954,5.3631,-5370.0,74.0111,-1.135,0.0862,0.232,15.73,554.0,5.1075,15.72,1.182,1.9463,0.0199,8.2395,18.57,4.633,양품
2.5491,-0.0103,38.9294,16.1962,9.2981,-5549.5,75.6222,-0.5677,0.1189,0.119,15.67,416.0,5.66,15.65,1.163,1.9675,0.035,8.3006,18.83,4.754,양품
-0.6645,-0.0081,26.0465,10.1205,5.4225,-6417.75,73.0556,-0.5677,0.0886,0.059,15.67,296.0,5.5983,15.65,1.163,1.8725,0.0255,8.5003,17.16,4.754,양품
6.1882,-0.0108,53.7659,11.9189,14.9074,-5440.25,71.4667,-0.8988,0.0621,0.091,15.79,307.0,6.0917,15.86,1.239,1.9525,0.0232,8.3273,19.06,4.853,양품
4.6209,-0.01,70.2635,19.2278,44.2168,-5563.5,74.4778,-0.1419,0.0799,0.155,15.54,503.0,5.4544,15.59,1.239,1.9648,0.0274,8.3542,18.69,4.44,양품
3.0345,-0.0115,34.8964,7.3059,6.2337,-5470.25,73.5667,-0.4258,0.071,0.098,15.8,196.0,4.7851,15.79,1.475,1.986,0.0203,8.4278,13.68,4.817,양품
-4.2064,-0.0088,39.8293,12.0197,10.0337,-5411.75,70.4778,-0.8988,0.1122,0.105,15.79,305.0,6.1271,15.86,1.239,1.988,0.02,9.0145,20.26,4.853,양품
6.1727,-0.0098,36.8758,15.0682,19.2616,-5762.75,74.8556,-0.5677,0.0691,0.115,15.67,381.0,5.7073,15.65,1.163,1.9748,0.019,8.3542,20.16,4.754,양품
7.3164,-0.0105,75.9193,13.8559,10.5098,-5585.25,74.5778,-0.4258,0.0666,0.096,15.8,365.0,6.3023,15.79,1.475,2.0025,,8.3588,19.55,4.817,양품
4.5918,-0.0091,73.4247,114.0262,28.9041,-5753.5,70.1556,-0.4258,0.0954,0.188,15.8,3892.0,5.7703,15.79,1.475,2.0227,,9.0145,18.68,4.817,양품
3.2273,-0.0076,87.4172,20.0462,64.5805,-4961.25,65.8,-1.135,0.1097,0.128,15.73,542.0,5.7088,15.72,1.182,1.9948,0.0228,8.6068,17.21,4.633,불량
6.6827,-0.0101,59.4059,9.5578,14.8215,-5505.5,71.0333,-0.4258,0.0963,0.154,15.8,261.0,6.2277,15.79,1.475,2.01,,8.572,19.19,4.817,양품
-4.6636,-0.0127,42.6036,12.7324,6.8839,-5592.75,67.9889,-0.4258,0.0842,0.102,15.8,363.0,4.5792,15.79,1.475,2.0313,,9.9964,14.56,4.817,양품
3.5945,-0.0095,32.6316,24.0535,16.1864,-5578.75,70.1667,-0.8988,0.0969,0.178,15.79,594.0,5.966,15.86,1.239,2.0383,0.043,9.131,20.4,4.853,양품
2.4182,-0.0105,43.0108,14.0792,8.6172,-5349.75,75.4333,-0.4258,0.0797,0.119,15.8,375.0,5.96,15.79,1.475,1.986,0.0193,8.5596,19.31,4.817,양품
4.6209,-0.0093,49.5289,18.5739,18.3576,-5714.25,71.3222,-0.1419,0.0616,0.082,15.54,478.0,5.9229,15.59,1.239,2.011,0.0394,8.5801,19.1,4.44,불량
2.2336,-0.0098,49.8094,23.1177,9.498,-5538.0,73.4778,0.0,0.0805,0.096,15.92,687.0,5.5864,15.9,0.9129,1.9743,,8.2981,16.47,3.816,양품
5.2064,-0.0102,37.3464,38.8409,7.134,-5466.75,73.6111,0.0,0.0721,0.158,15.92,1012.0,6.2473,15.9,0.9129,1.971,0.018,8.572,19.81,3.816,양품
-0.5718,-0.0106,58.6982,8.9212,4.4078,-6397.75,66.7889,0.0,0.0788,0.047,15.92,264.0,5.009,15.9,0.9129,1.8798,0.0156,9.0121,18.22,3.816,양품
7.0273,-0.011,25.4835,14.241,9.99,-5515.5,70.3,0.0,0.0767,0.11,15.92,375.0,5.2684,15.9,0.9129,1.9798,0.0168,8.8624,18.01,3.816,양품
2.1145,-0.0124,33.871,17.26,5.0556,-5617.5,72.6222,0.7096,0.0994,0.171,15.73,463.0,5.1897,15.75,0.9838,1.9943,0.0428,8.7932,15.94,3.235,양품
2.1973,-0.0104,28.8462,19.0819,8.7536,-5517.75,74.5889,0.0,0.0834,0.151,15.92,477.0,6.2556,15.9,0.9129,1.986,,8.3179,19.98,3.816,양품
4.9118,-0.0114,30.837,13.3386,8.8433,-5122.5,70.9889,0.7096,0.0542,0.107,15.73,339.0,5.1057,15.75,0.9838,1.9937,0.0196,8.8624,14.82,3.235,양품
4.8127,-0.0103,47.5728,13.4413,6.492,-6469.5,72.3444,0.7096,0.0475,0.053,15.73,386.0,5.6728,15.75,0.9838,1.872,,8.5003,20.08,3.235,양품
4.4445,-0.0106,54.5882,7.1866,3.8736,-5085.75,75.6778,0.7096,0.0705,0.176,15.73,182.0,6.7223,15.75,0.9838,2.0017,0.0954,8.2981,21.46,3.235,양품
5.6155,-0.0101,51.358,21.1106,41.6667,-4764.0,75.0889,0.7096,0.0803,0.079,15.73,613.0,7.4824,15.75,0.9838,1.9905,0.0155,8.3588,26.92,3.235,양품
2.8136,-0.0101,30.7311,17.2373,11.5094,-5195.75,68.4889,0.7096,0.0543,0.087,15.73,438.0,6.2503,15.75,0.9838,2.0032,0.0125,9.131,19.2,3.235,양품
3.9527,-0.0115,35.5363,23.4956,17.218,-5569.75,74.0,0.7096,0.0821,0.067,15.73,695.0,5.7861,15.75,0.9838,1.9875,0.0307,8.3588,16.71,3.235,양품
3.4482,-0.0079,30.3318,32.3187,18.4621,-5644.0,74.5556,0.0,0.0753,0.189,15.92,868.0,5.4498,15.9,0.9129,1.9913,0.0041,8.5407,17.75,3.816,양품
1.3445,-0.0136,34.4322,14.9781,13.9409,-5250.75,72.9222,-1.229,0.0651,0.174,15.73,377.0,5.6354,15.76,0.9554,1.959,,8.2395,18.92,3.358,양품
,-0.0108,42.3963,38.847,17.9952,-5334.75,69.5222,0.0,0.0519,0.112,15.84,1031.0,5.5089,15.8,0.9176,2.0232,,9.131,16.77,3.52,양품
0.9591,-0.0096,51.2418,14.4013,11.1922,-5209.0,70.9,0.4731,0.0846,0.164,15.75,365.0,6.3258,15.72,0.8893,2.0032,0.023,8.7015,20.1,3.225,양품
5.3191,-0.0119,46.3158,14.5722,11.6087,-5392.5,73.2111,-0.4731,0.0743,0.133,15.68,387.0,6.9993,15.72,1.395,1.9955,0.0174,8.3591,24.79,5.151,양품
-2.1555,-0.013,50.6232,12.2468,13.8314,-5494.75,75.9,-0.4731,0.1205,0.119,15.68,334.0,5.987,15.72,1.395,1.9995,0.021,8.4278,19.39,5.151,양품
1.7627,-0.0111,38.7824,21.3197,4.8011,-5436.25,74.5333,-0.8515,0.0715,0.102,15.71,542.0,6.4893,15.73,1.532,1.9892,0.0179,8.4278,20.64,5.185,양품
1.9273,-0.0127,41.6912,16.4494,6.652,-5472.0,74.8667,-0.8515,0.0647,0.149,15.71,470.0,7.5497,15.73,1.532,1.9957,,8.2832,24.29,5.185,양품
1.2327,-0.0104,27.0205,1.6057,6.8044,-5481.75,72.6333,-0.0946,0.104,0.154,15.65,44.0,5.4225,15.73,1.881,2.009,0.0166,8.3588,17.25,5.165,양품
5.4209,-0.0136,24.9541,14.5332,9.0097,-5261.0,67.3,-0.8515,0.0919,0.218,15.71,367.0,5.9794,15.73,1.532,1.972,0.0446,8.58,17.42,5.185,양품
5.0818,-0.0086,46.6472,8.319,2.4903,-6465.0,71.4333,0.7096,0.0595,0.082,15.73,242.0,5.792,15.75,0.9838,1.87,,8.5003,20.93,3.235,양품
5.5109,-0.0115,64.2082,13.8579,36.7282,-5685.0,73.9889,-0.0946,0.0509,0.16,15.65,354.0,5.9043,15.73,1.881,2.025,0.0166,8.2981,16.7,5.165,양품
-0.07,-0.0329,13.6674,27.5929,7.0323,-6413.25,69.2222,0.7096,0.0979,0.117,15.73,858.0,6.443,15.75,0.9838,1.8985,0.0183,23.1583,21.43,3.235,양품
0.5609,-0.0104,19.2308,10.9324,5.1571,-6515.25,67.6556,0.4731,0.0628,0.074,15.75,316.0,6.1051,15.72,0.8893,1.866,0.012,9.0121,20.35,3.225,양품
5.5964,-0.014,49.4624,12.9845,11.6833,-5204.0,74.1222,-0.5677,0.0711,0.18,15.71,330.0,5.8955,15.73,1.607,1.976,0.0137,8.272,18.33,6.09,양품
5.3973,-0.014,39.3912,12.7508,12.2404,-5416.5,75.4,-0.5677,0.1078,0.156,15.71,332.0,5.9968,15.73,1.607,1.9867,,8.272,18.59,6.09,양품
2.3182,-0.0105,48.6293,17.2279,8.7968,-5502.0,70.7,-0.5677,0.1016,0.092,15.71,431.0,5.6932,15.73,1.607,2.0178,0.0265,9.131,18.0,6.09,양품
6.0773,-0.0077,66.0194,39.0276,13.278,-5543.0,75.1889,-0.5677,0.0729,0.121,15.71,1204.0,6.7406,15.73,1.607,1.981,,8.3436,23.9,6.09,양품
4.3136,-0.0084,29.8507,20.9426,7.0715,-5529.25,74.0333,-0.5677,0.0899,0.216,15.71,561.0,6.9159,15.73,1.607,1.95,0.0177,8.272,26.66,6.09,양품
-2.3509,-0.0123,60.3466,5.4094,9.5653,-5572.25,67.2889,-0.1419,0.0495,0.024,15.82,145.0,5.5576,15.88,0.9838,2.0165,0.0297,9.6938,17.16,3.636,양품
1.1618,-0.0086,55.814,5.3075,10.8602,-5257.75,75.1667,-0.5677,0.1001,0.091,15.71,137.0,5.8683,15.73,1.607,1.9695,0.0243,8.5596,16.15,6.09,양품
0.5764,-0.0095,46.5608,38.19,5.1601,-5348.75,71.5111,-0.8988,0.0778,0.157,15.81,1017.0,6.3499,15.84,1.824,1.965,,8.3273,21.81,6.101,양품
6.8491,-0.0134,21.6822,28.8254,11.1096,-5418.75,68.3111,-0.1419,0.0784,0.021,15.82,762.0,5.9756,15.88,0.9838,2.0278,,9.0061,18.26,3.636,양품
-0.7245,-0.0137,26.2056,6.6623,14.9005,-5704.5,72.3444,0.0,0.0523,0.068,15.74,177.0,4.3803,15.84,1.031,1.9808,0.0207,8.287,15.23,3.483,양품
-0.2227,-0.0128,44.5313,15.8118,8.2305,-5710.5,73.1333,-0.8988,0.0935,0.177,15.81,420.0,5.5404,15.84,1.824,1.983,0.019,8.7932,19.84,6.101,양품
5.9155,-0.0123,35.6998,17.1054,36.0949,-5344.25,74.2667,-0.1419,0.1069,0.156,15.82,437.0,6.0134,15.88,0.9838,1.9783,,8.2832,16.48,3.636,양품
2.4209,-0.0112,38.2222,13.9346,10.9323,-5451.75,70.7778,-0.1419,0.0669,0.04,15.82,343.0,5.915,15.88,0.9838,2.008,,9.0145,20.18,3.636,양품
13.5518,-0.0141,28.4698,14.6827,9.5256,-5249.0,73.4111,-0.1419,0.0809,0.232,15.82,387.0,6.8253,15.88,0.9838,1.9987,0.2298,8.9562,21.97,3.636,불량
3.0945,-0.0108,91.9861,12.063,4.8182,-5603.75,73.1222,-0.8988,0.0904,0.081,15.81,314.0,5.7734,15.84,1.824,1.9743,0.015,8.3542,18.58,6.101,양품
-1.2336,-0.0131,36.7816,12.6277,59.3783,-5662.0,68.8444,-0.1419,0.0645,0.117,15.82,306.0,7.0915,15.88,0.9838,2.015,0.0202,8.6068,22.26,3.636,양품
4.4409,-0.0136,113.9706,6.9016,12.3049,-5477.5,75.7556,-1.56,0.0662,0.188,15.89,187.0,6.0475,15.85,0.9318,1.9535,,8.2832,21.39,3.202,양품
-4.6109,-0.0142,25.3521,7.5556,2.9901,-6521.5,66.0222,-0.8988,0.0623,0.044,15.81,220.0,4.7402,15.84,1.824,1.8592,0.0427,9.0811,16.87,6.101,양품
1.89,-0.0131,26.7431,11.344,11.6639,-5632.75,68.6444,-1.56,0.072,0.067,15.89,295.0,6.4735,15.85,0.9318,1.9897,0.017,8.7373,20.44,3.202,양품
0.4527,-0.0107,45.741,22.0094,15.6249,-5619.25,73.4333,0.0,0.0866,0.131,15.84,609.0,6.5385,15.86,0.9744,1.9705,0.0401,8.7932,20.06,3.583,양품
-0.2036,-0.0117,44.397,10.3369,12.0484,-5619.0,72.3444,-1.56,0.097,0.11,15.89,270.0,6.2248,15.85,0.9318,1.9398,0.0227,8.3591,23.15,3.202,양품
-3.7536,-0.0134,19.4211,10.929,28.0892,-5525.25,71.9444,-1.56,0.0733,0.132,15.89,290.0,6.4957,15.85,0.9318,1.9738,0.0,8.7932,21.07,3.202,양품
-3.9045,-0.0132,27.3504,18.1716,14.8255,-5207.25,71.6556,0.0,0.2357,0.161,15.84,483.0,7.536,15.86,0.9744,1.9697,0.0393,8.6149,20.45,3.583,양품
-2.81,-0.0121,27.1885,12.2291,7.8824,-5391.75,75.5222,-1.56,0.0744,0.14,15.89,323.0,5.1985,15.85,0.9318,1.9672,0.0635,8.3591,16.95,3.202,양품
-2.6109,-0.0123,31.7073,11.767,19.783,-5621.0,75.5889,-1.56,0.0508,0.119,15.89,306.0,5.8323,15.85,0.9318,1.994,0.0,8.5571,18.32,3.202,양품
-2.6273,-0.013,35.3506,33.2845,16.328,-5561.0,67.3889,-0.5677,0.0699,0.192,15.86,965.0,5.3998,15.81,1.182,1.9905,0.0228,8.7646,16.68,3.559,양품
5.4709,-0.0123,23.6735,8.8979,9.6418,-5652.5,74.9111,0.0,0.0556,0.056,15.84,241.0,6.1519,15.86,0.9744,1.9818,0.0372,8.8889,19.33,3.583,양품
0.5218,-0.0093,49.1979,27.0824,7.0724,-5627.5,72.2778,0.0473,0.0758,0.135,15.75,734.0,6.104,15.77,1.702,2.01,0.0249,8.287,19.82,6.889,양품
4.3982,-0.0127,45.6244,11.9984,4.9681,-5334.0,71.1222,0.0,0.0741,0.156,15.77,296.0,6.3857,15.81,1.135,1.9968,0.0207,8.7373,20.62,3.886,양품
0.5518,-0.0123,44.8065,14.532,10.2664,-5639.75,72.6778,0.0473,0.1073,0.062,15.75,392.0,6.4843,15.77,1.702,2.0035,0.0225,8.287,22.8,6.889,양품
1.4418,-0.0144,24.2845,14.7059,6.8071,-5567.75,72.4333,0.0473,0.0786,0.182,15.75,390.0,5.3579,15.77,1.702,1.9708,0.0158,8.6149,17.04,6.889,양품
-2.5955,-0.0115,37.3507,10.4678,9.4678,-5819.75,70.2111,0.0473,0.1002,0.131,15.82,273.0,5.6441,15.8,1.853,2.0082,0.0278,8.897,19.69,6.369,양품
-4.9018,-0.011,28.2139,19.5526,17.8595,-5767.25,70.0222,0.0473,0.0677,0.082,15.82,566.0,5.3963,15.8,1.853,1.9727,0.0185,8.7401,20.01,6.369,양품
0.7636,-0.013,35.3846,10.6145,15.6304,-5476.5,67.5556,0.0,0.0695,0.059,15.91,282.0,5.8226,15.86,0.9649,2.0005,,9.0425,18.5,3.541,양품
-2.7845,-0.0112,35.7942,20.2522,16.5755,-5345.25,69.0556,-0.4258,0.0855,0.141,15.89,542.0,6.0259,15.89,0.9318,2.0175,,8.7635,19.26,3.365,양품
-2.4709,-0.0135,31.0536,18.7651,5.5802,-5250.75,68.8667,0.0,0.1111,0.16,15.91,484.0,6.9644,15.86,0.9649,2.0015,0.019,8.7015,21.81,3.541,양품
-3.2718,-0.0136,30.9963,20.771,8.6031,-5777.0,75.3556,0.0,0.0615,0.148,15.77,594.0,6.0242,15.81,1.135,1.9952,0.0166,8.5571,16.21,3.886,양품
2.1136,-0.012,22.5705,8.5547,11.731,-5327.75,70.3556,0.0,0.1006,0.139,15.77,227.0,5.315,15.81,1.135,1.9755,0.2109,8.7373,17.21,3.886,양품
3.9291,-0.0118,60.9524,13.1505,14.0994,-5213.0,72.5778,0.0,0.0957,0.122,15.77,338.0,6.3005,15.81,1.135,2.021,0.0217,9.131,19.92,3.886,양품
-0.5336,-0.014,30.0806,16.2947,10.4695,-5138.75,70.5111,0.0473,0.0652,0.18,15.75,407.0,6.0726,15.77,1.702,1.9565,0.0289,8.7015,19.8,6.889,양품
-1.1836,-0.0122,15.5897,13.5039,3.3292,-5406.75,75.9444,0.0473,0.0709,0.172,15.75,343.0,5.1511,15.77,1.702,1.9515,0.0146,8.5571,15.22,6.889,양품
5.7945,-0.0125,28.8867,10.2723,10.9424,-5300.5,72.8667,-0.5677,0.1112,0.061,15.86,266.0,6.5033,15.81,1.182,2.0038,,8.9562,20.74,3.559,양품
-4.9682,-0.0117,36.7521,8.903,10.7867,-5497.5,74.1222,-1.608,0.0708,0.21,15.77,239.0,5.9198,15.77,1.617,2.0055,0.0279,8.5571,19.1,6.442,양품
-0.9136,-0.0117,37.6068,8.3733,4.1676,-5398.75,73.6111,0.0473,0.0762,0.06,15.82,227.0,5.9107,15.8,1.853,2.018,,8.6695,18.31,6.369,양품
-3.65,-0.0122,18.7755,18.6946,6.7468,-5217.25,73.3778,-1.608,0.0905,0.135,15.77,469.0,5.9777,15.77,1.617,1.9925,0.0148,8.3663,18.26,6.442,양품
-2.5345,-0.0119,37.0137,16.2925,15.3668,-5394.75,70.3111,-1.608,0.0781,0.115,15.77,410.0,5.5803,15.77,1.617,2.0075,0.02,8.8581,18.52,6.442,양품
0.86,-0.0128,76.7875,9.0537,6.6883,-5397.5,67.0889,-0.4258,0.0954,0.117,15.89,243.0,5.7839,15.89,0.9318,1.9965,0.039,8.7997,18.59,3.365,양품
-3.4991,-0.0128,38.3562,6.2174,5.304,-5543.0,73.7556,-0.4258,0.0594,0.118,15.89,161.0,6.2725,15.89,0.9318,1.98,0.0216,8.9833,19.82,3.365,양품
-5.2327,-0.0124,35.6275,109.1899,15.2552,-5526.0,69.9222,0.0473,0.0904,0.11,15.75,3710.0,6.7203,15.77,1.702,1.9962,0.0307,8.7401,23.09,6.889,양품
-1.79,-0.0136,30.0366,14.5259,20.494,-5445.5,72.3778,-1.608,0.0644,0.073,15.77,391.0,6.1788,15.77,1.617,1.984,0.0196,8.4278,24.35,6.442,양품
1.0309,-0.0127,40.1575,9.3078,44.8132,-4971.75,70.0111,-1.608,0.0632,0.136,15.77,238.0,6.6719,15.77,1.617,1.9888,0.0222,8.7401,21.14,6.442,양품
-4.0109,-0.0124,41.8933,20.6961,52.0296,-5001.0,73.7667,-1.608,0.075,0.158,15.77,553.0,6.0738,15.77,1.617,2.0,0.0469,8.3663,19.71,6.442,양품
1.4727,-0.013,42.9119,98.6803,12.4051,-5368.75,65.0778,-0.4258,0.0501,0.086,15.89,3608.0,4.5335,15.89,0.9318,1.9955,0.0436,9.0606,13.68,3.365,양품
-1.2427,-0.0133,35.272,17.419,7.402,-6471.25,65.7,-1.135,0.0784,0.057,15.9,520.0,5.4705,15.92,0.9649,1.8785,0.0498,9.2016,18.17,3.751,양품
2.4845,-0.0139,27.2646,22.9104,18.0131,-5335.0,72.2667,-1.135,0.0536,0.138,15.9,627.0,5.2121,15.92,0.9649,1.991,0.0175,8.8548,16.18,3.751,양품
0.79,-0.0117,17.0758,10.2904,8.2131,-5613.0,63.0333,-1.135,0.0669,0.075,15.9,256.0,4.423,15.92,0.9649,1.9973,0.0597,9.1287,14.49,3.751,양품
5.6618,-0.0136,35.3266,13.7722,9.7637,-5459.0,66.3111,0.0,0.0755,0.131,15.91,363.0,6.2036,15.86,0.9649,1.9908,0.0475,8.6772,20.64,3.541,불량
-2.4345,-0.0101,52.6708,10.2312,12.0219,-5398.5,69.3,-1.797,0.0871,0.133,15.8,271.0,7.6774,15.8,1.834,1.9863,,8.7635,21.41,5.952,양품
-1.4027,-0.0113,30.9051,14.8614,8.1791,-5012.75,67.6333,-1.797,0.0702,0.077,15.8,378.0,5.4441,15.8,1.834,1.974,,8.7635,17.28,5.952,양품
-4.5936,-0.0115,45.1193,17.9806,24.6177,-5248.25,69.8667,-1.797,0.0698,0.116,15.8,463.0,6.1794,15.8,1.834,2.036,,8.7635,19.8,5.952,양품
-0.3309,-0.0118,42.4178,9.0226,13.7498,-5658.25,67.8111,-1.797,0.0768,0.175,15.8,237.0,5.7652,15.8,1.834,2.014,,8.7635,19.89,5.952,양품
2.6718,-0.0107,36.534,17.6123,7.1907,-5604.5,66.0111,-1.797,0.0721,0.174,15.8,492.0,5.764,15.8,1.834,1.985,0.0248,8.6772,18.65,5.952,양품
4.9845,-0.0127,49.6063,13.9172,8.5536,-5494.75,73.9333,-3.496,0.1232,0.104,15.71,375.0,5.7709,15.75,1.763,2.0035,0.0422,8.5801,17.71,6.355,양품
-3.4445,-0.0126,39.005,8.3365,9.7491,-5549.25,73.2333,-3.496,0.0903,0.114,15.71,219.0,5.9415,15.75,1.763,2.0017,,8.287,20.77,6.355,양품
2.2855,-0.0141,45.9364,19.2892,15.9009,-5370.75,72.4778,-3.496,0.0982,0.099,15.71,479.0,5.5605,15.75,1.763,2.0045,0.0174,8.6149,18.97,6.355,양품
22.4673,-0.0094,36.3151,16.2293,12.3615,-5573.75,72.3556,-3.496,0.1077,0.314,15.71,436.0,4.9316,15.75,1.763,1.9693,0.025,8.2395,15.53,6.355,양품
6.5645,-0.0047,80.6366,13.7984,16.4983,-5370.25,72.4889,-0.4258,0.0776,0.108,15.89,359.0,4.4655,15.89,0.9318,1.9695,0.0275,8.9475,14.29,3.365,불량
-4.6227,-0.0109,36.6972,18.1937,9.4656,-5599.25,75.0444,-1.135,0.2654,0.097,15.9,487.0,5.3685,15.92,0.9649,2.0132,0.0203,8.3591,18.32,3.751,양품
5.5455,-0.0138,34.8457,18.7197,55.5439,-4994.25,66.2,0.0,0.0734,0.138,15.77,541.0,6.3218,15.81,1.135,1.9715,0.0408,8.6772,20.39,3.886,불량
-2.1518,-0.0126,41.2289,20.5224,15.6482,-5515.0,73.1333,-3.496,0.0643,0.119,15.71,550.0,6.7794,15.75,1.763,1.966,0.0219,8.4278,21.92,6.355,양품
6.25,-0.0102,38.4236,20.5853,8.4513,-5738.75,72.1,-3.496,0.1552,0.138,15.71,568.0,5.4697,15.75,1.763,2.0157,,8.3436,15.31,6.355,양품
3.2509,-0.013,34.5158,9.3915,15.666,-5508.75,69.0556,-1.135,0.0731,0.217,15.9,245.0,5.8371,15.92,0.9649,1.993,0.0231,8.6772,16.83,3.751,불량
0.9909,-0.0118,54.1799,20.5657,7.6341,-5580.25,75.3889,-3.025,0.079,0.123,15.71,558.0,5.5692,15.75,1.801,1.991,0.0185,8.3663,18.99,6.063,양품
-3.8655,-0.0103,20.4629,10.581,71.1315,-5554.5,70.3556,-3.025,0.0857,0.127,15.71,270.0,4.5618,15.75,1.801,2.0273,0.0321,8.6611,14.76,6.063,양품
-0.75,-0.0091,57.1429,21.5277,12.9469,-5692.5,67.7556,-3.025,0.1,0.17,15.71,570.0,5.4452,15.75,1.801,1.9792,0.0181,8.6544,18.23,6.063,양품
0.2745,-0.0101,52.3457,13.8256,18.047,-5834.75,70.9667,-1.135,0.0969,0.069,15.9,352.0,5.9651,15.92,0.9649,1.99,0.0185,8.6611,18.31,3.751,양품
-5.9273,-0.0126,34.2289,23.1974,20.9007,-5612.25,68.1667,-3.496,0.0831,0.159,15.75,600.0,5.538,15.75,1.805,2.0192,,8.7635,19.29,6.023,양품
-2.9209,-0.0134,12.6512,19.626,8.3393,-5588.0,71.2111,-3.496,0.067,0.165,15.75,530.0,5.5445,15.75,1.805,2.0048,0.0451,8.287,18.66,6.023,양품
-3.74,-0.0098,34.7826,11.9055,15.3092,-5153.75,75.5556,-3.496,0.0769,0.125,15.71,306.0,6.2653,15.75,1.763,1.9983,,8.5571,24.43,6.355,양품
-0.0691,-0.0113,44.1014,7.8765,2.2737,-5365.75,70.3444,-3.025,0.0628,0.077,15.71,199.0,4.9591,15.75,1.801,1.9805,,8.7401,15.8,6.063,양품
5.1136,-0.0121,43.8923,13.4473,8.7732,-5437.0,70.1222,-3.025,0.0703,0.14,15.71,350.0,5.0749,15.75,1.801,1.9795,0.017,8.7015,16.46,6.063,양품
1.7082,-0.0102,77.8325,6.2255,5.6912,-5007.75,76.1667,-3.025,0.0715,0.091,15.71,151.0,5.0656,15.75,1.801,2.0173,0.0539,8.9833,15.26,6.063,양품
1.5555,-0.0143,27.2489,17.5383,14.5964,-5357.5,71.4333,-1.702,0.0703,0.048,15.87,472.0,5.2879,15.91,1.097,1.9915,,8.6149,18.59,3.429,양품
1.3136,-0.0116,19.8276,19.8841,21.7441,-5031.25,63.7889,-3.025,0.0786,0.14,15.71,532.0,4.9325,15.75,1.801,2.025,,9.1287,16.1,6.063,양품
-1.0182,-0.0119,38.6555,24.9315,15.4523,-5966.75,68.2,-3.496,0.0621,0.214,15.75,637.0,5.0135,15.75,1.805,1.9848,,8.7779,17.96,6.023,양품
-0.9945,-0.0132,24.3115,20.1597,3.4687,-5477.5,71.5444,-2.647,0.0998,0.19,15.82,524.0,5.7735,15.84,1.182,2.0002,0.0097,8.287,19.34,3.234,양품
-0.9236,-0.0112,59.6882,6.0473,19.7404,-5759.75,66.9889,-3.025,0.0834,0.154,15.71,165.0,5.4381,15.75,1.801,1.9835,0.0184,8.7548,17.15,6.063,양품
-0.6609,-0.0109,25.7471,9.6696,6.2611,-5622.0,62.2889,-3.732,0.0762,0.119,15.73,278.0,4.7264,15.77,1.739,2.0032,,9.1287,15.57,5.999,양품
-0.1918,-0.0139,22.3423,22.4271,5.4453,-5215.5,74.1556,-3.732,0.0609,0.206,15.73,602.0,5.5402,15.77,1.739,2.0002,0.0194,8.4278,17.96,5.999,양품
-2.2818,-0.0115,45.9372,15.8632,17.6518,-5540.5,66.8667,-3.732,0.0946,0.056,15.73,399.0,5.7814,15.77,1.739,1.9752,0.0607,8.7548,17.71,5.999,양품
